stock_code,stock_name,stock_time,current_price,open,high,low,volume,prev_close
A000020,동화약품,1600,21850,22000,22050,20700,542244,22000
A000040,KR모터스,1600,767,748,786,732,1165198,743
A000050,경방,1600,10550,10650,10850,10550,14528,10500
A000060,메리츠화재,1600,12850,12850,13050,12800,138975,12750
A000070,삼양홀딩스,1600,64000,64000,64800,62400,12035,62500
A000075,삼양홀딩스우,1600,47800,47750,47800,47000,314,47000
A000080,하이트진로,1600,36250,36600,36600,35750,269487,35950
A000087,하이트진로2우B,1600,21300,21450,21500,20950,750,21350
A000100,유한양행,1600,64200,64800,64900,63700,255000,63700
A000105,유한양행우,1600,64900,65100,65400,64000,8739,64800
A000120,CJ대한통운,1600,177500,175000,180000,173500,98813,172000
A000140,하이트진로홀딩스,1600,16950,16950,17050,16250,20173,16900
A000145,하이트진로홀딩스,1600,16200,16400,16400,16150,204,16050
A000150,두산,1600,46850,47000,48100,46550,64955,46700
A000155,두산우,1600,38800,38900,39900,38700,16727,38700
A000157,두산2우B,1600,85000,86000,91500,84900,9568,86200
A000180,성창기업지주,1600,1635,1615,1645,1605,116853,1610
A000210,대림산업,1600,77400,78700,79100,76600,205722,77400
A000215,대림산업우,1600,40900,41100,41200,39150,33220,40400
A000220,유유제약,1600,16000,15850,16150,15650,115001,15750
A000225,유유제약1우,1600,15250,15400,15500,14950,18334,15300
A000227,유유제약2우B,1600,35450,35800,36050,35100,1429,36100
A000230,일동홀딩스,1600,9110,9140,9230,8870,24388,8950
A000240,한국테크놀로지그,1600,16750,16800,17200,16550,798879,16550
A000270,기아차,1600,46900,46500,46900,45750,1613926,45500
A000300,대유플러스,1600,811,808,832,802,1348495,807
A000320,노루홀딩스,1600,9120,9130,9150,9080,1560,9130
A000325,노루홀딩스우,1600,17450,17350,17500,17350,1322,17350
A000370,한화손해보험,1600,2865,2865,2895,2850,213698,2860
A000390,삼화페인트,1600,4925,4920,4945,4920,12024,4905
A000400,롯데손해보험,1600,1645,1580,1680,1575,1361605,1575
A000430,대원강업,1600,4085,4200,4200,4010,499908,4210
A000480,조선내화,1600,73100,74000,74000,72900,404,72900
A000490,대동공업,1600,6510,6490,6610,6430,98040,6430
A000500,가온전선,1600,21550,21900,21900,21250,15683,21600
A000520,삼일제약,1600,23300,23200,23900,22900,198413,22600
A000540,흥국화재,1600,2715,2670,2840,2645,273727,2670
A000545,흥국화재우,1600,10700,11150,12700,10100,818348,10850
A000547,흥국화재2우B,1600,23800,24500,25200,23750,8735,24700
A000590,CS홀딩스,1600,53200,53400,53400,52300,742,52700
A000640,동아쏘시오홀딩스,1600,125000,127500,129000,121500,35960,127500
A000650,천일고속,1600,65000,65000,65500,63800,1088,65100
A000660,SK하이닉스,1600,84000,83100,84900,82200,4477093,82500
A000670,영풍,1600,469000,467000,470500,462500,1563,465000
A000680,LS네트웍스,1600,2150,2145,2215,2145,71987,2150
A000700,유수홀딩스,1600,5290,5250,5320,5210,9096,5250
A000720,현대건설,1600,30450,30500,30700,30250,353591,30050
A000725,현대건설우,1600,194500,199000,199000,194000,683,193500
A000760,이화산업,1600,14050,14550,14650,14000,4710,14550
A000810,삼성화재,1600,182000,182000,184500,180500,68097,179500
A000815,삼성화재우,1600,138500,134500,138500,134500,13704,134500
A000850,화천기공,1600,30600,30400,30650,30200,3229,30200
A000860,강남제비스코,1600,15300,15400,15500,15250,5524,15200
A000880,한화,1600,25150,25100,25350,24850,244337,24650
A000885,한화우,1600,56000,57100,57100,56000,6681,56700
A00088K,한화3우B,1600,12900,12800,12900,12650,25889,12700
A000890,보해양조,1600,900,877,919,876,3986298,878
A000910,유니온,1600,7730,7540,7810,7520,412506,7430
A000950,전방,1600,26750,27050,27300,26400,6506,26950
A000970,한국주철관,1600,8360,8470,8480,8340,59066,8380
A000990,DB하이텍,1600,37500,38600,38750,37000,1160207,37950
A000995,DB하이텍1우,1600,142000,168000,185000,139500,42716,169500
A001020,페이퍼코리아,1600,1695,1645,1775,1625,353233,1615
A001040,CJ,1600,81200,80800,81500,80000,55957,80000
A001045,CJ우,1600,45850,45300,45850,45300,1627,45300
A00104K,CJ4우(전환),1600,58800,57600,58800,57100,14835,57400
A001060,JW중외제약,1600,33600,33900,33950,33200,105208,33200
A001065,JW중외제약우,1600,61000,63600,63600,60000,3922,63500
A001067,JW중외제약2우B,1600,82400,86100,86800,80500,2840,86000
A001070,대한방직,1600,34000,33950,34100,33650,6953,33950
A001080,만호제강,1600,14800,15100,15100,14650,1756,14900
A001120,LG상사,1600,15450,15400,15600,15200,161384,15200
A001130,대한제분,1600,158000,158500,158500,154500,4577,157500
A001140,국보,1600,1990,2030,2030,1930,1013172,1990
A001200,유진투자증권,1600,3610,3500,3620,3500,370503,3480
A001210,금호전기,1600,4820,4820,5050,4770,232993,4920
A001230,동국제강,1600,6340,6390,6390,6200,547220,6270
A001250,GS글로벌,1600,1665,1640,1665,1635,139417,1630
A001260,남광토건,1600,10100,10050,10250,10050,16875,10050
A001270,부국증권,1600,20400,20450,20700,20350,1459,20550
A001275,부국증권우,1600,19250,19200,19250,19200,460,19200
A001290,상상인증권,1600,981,986,1000,981,95888,980
A001340,백광산업,1600,3405,3290,3415,3290,1128334,3265
A001360,삼성제약,1600,3865,3780,3870,3780,572589,3765
A001380,SG충방,1600,1835,1820,1875,1785,518397,1820
A001390,KG케미칼,1600,20100,19850,20500,19850,179671,19700
A001420,태원물산,1600,3960,3965,4045,3945,11799,3965
A001430,세아베스틸,1600,9760,9650,9890,9550,101734,9530
A001440,대한전선,1600,809,820,826,798,2680112,812
A001450,현대해상,1600,22350,22550,22750,22300,187490,22350
A001460,BYC,1600,225500,222500,228000,222500,258,223500
A001465,BYC우,1600,123000,122500,123000,120000,299,122500
A001470,삼부토건,1600,1775,1635,1775,1630,3788638,1630
A001500,현대차증권,1600,10100,10100,10250,10050,113906,10100
A001510,SK증권,1600,722,717,732,716,2738598,715
A001515,SK증권우,1600,5260,5300,5340,5230,45243,5250
A001520,동양,1600,1085,1090,1095,1075,352899,1080
A001525,동양우,1600,7290,7350,7540,7290,25154,7430
A001527,동양2우B,1600,13350,13550,13700,13350,2216,13650
A001529,동양3우B,1600,28600,28650,30800,28600,5409,28650
A001530,DI동일,1600,87100,85900,87100,85400,5412,85900
A001550,조비,1600,21550,21200,21750,20900,41991,21000
A001560,제일연마,1600,6670,6600,6690,6600,21376,6600
A001570,금양,1600,5060,5030,5500,4885,1078084,4785
A001620,케이비아이동국실,1600,617,614,626,610,48870,614
A001630,종근당홀딩스,1600,106500,102500,108500,102500,19149,101000
A001680,대상,1600,26000,25750,26200,25600,120675,25550
A001685,대상우,1600,17150,16900,17200,16850,2382,16950
A001720,신영증권,1600,46800,46450,46800,46150,2839,46350
A001725,신영증권우,1600,47000,47150,47350,46500,483,47150
A001740,SK네트웍스,1600,4755,4805,4845,4755,761694,4805
A001745,SK네트웍스우,1600,137000,140000,143000,137000,757,138500
A001750,한양증권,1600,8400,8330,8430,8320,20577,8260
A001755,한양증권우,1600,16000,15850,16500,15750,8888,15800
A001770,신화실업,1600,19750,20050,20200,19600,6575,20050
A001780,알루코,1600,3895,3890,4200,3885,4420362,3865
A001790,대한제당,1600,18100,18300,18300,18050,5429,18200
A001795,대한제당우,1600,13300,13400,13400,13150,2439,13450
A001800,오리온홀딩스,1600,12150,12200,12250,12100,123580,12100
A001820,삼화콘덴서,1600,54800,54900,55400,54400,68562,54200
A001880,대림건설,1600,24050,24050,24500,23750,23664,23950
A001940,KISCO홀딩스,1600,11700,11650,11700,11550,8972,11650
A002020,코오롱,1600,21000,21150,21300,20850,36530,20900
A002025,코오롱우,1600,15100,15600,15600,15100,2924,15450
A002030,아세아,1600,75800,76500,76500,75300,656,75700
A002070,비비안,1600,4100,4000,4125,3960,234691,3970
A002100,경농,1600,13450,13450,13550,13250,142683,13350
A002140,고려산업,1600,3480,3435,3550,3430,228204,3430
A002150,도화엔지니어링,1600,7630,7690,7740,7610,110166,7620
A002170,삼양통상,1600,61900,61900,62200,61300,4245,61000
A002200,한국수출포장,1600,17950,18100,18100,17800,2483,17800
A002210,동성제약,1600,12400,12600,13250,12100,629191,12100
A002220,한일철강,1600,1685,1645,1700,1625,16945,1620
A002240,고려제강,1600,13250,13150,13350,13100,13385,13100
A002270,롯데푸드,1600,299500,295000,300000,292500,1424,292000
A002310,아세아제지,1600,24800,24750,24900,24650,13002,24700
A002320,한진,1600,43050,43150,43650,42500,40881,42800
A002350,넥센타이어,1600,5350,5380,5450,5290,292598,5310
A002355,넥센타이어1우B,1600,2310,2310,2310,2300,2179,2295
A002360,SH에너지화학,1600,806,806,818,796,973163,795
A002380,KCC,1600,146000,146500,147000,144500,32315,144000
A002390,한독,1600,31900,32750,32950,31700,77003,32600
A002410,범양건영,1600,6000,5570,6070,5570,804133,5570
A002420,세기상사,840,61600,0,0,0,0,61600
A002450,삼익악기,1600,1345,1340,1355,1325,223315,1335
A002460,화성산업,1600,12000,12050,12050,11850,19344,11900
A002600,조흥,1600,150000,149000,150000,149000,30,149000
A002620,제일파마홀딩스,1600,20300,20150,20400,19900,37614,19800
A002630,오리엔트바이오,1600,1625,1525,1640,1515,5416506,1520
A002690,동일제강,1600,2365,2310,2410,2285,26129,2285
A002700,신일전자,1600,1685,1665,1700,1665,734508,1660
A002710,TCC스틸,1600,3500,3385,3645,3385,1371462,3360
A002720,국제약품,1600,10750,10850,10950,10500,221657,10900
A002760,보락,1600,2355,2300,2395,2280,3340064,2290
A002780,진흥기업,1600,2215,2300,2305,2195,296658,2235
A002785,진흥기업우B,1600,8660,9210,9700,8520,301474,8540
A002787,진흥기업2우B,1600,13950,14300,14300,13900,10745,13950
A002790,아모레G,1600,48900,48800,49000,48300,62578,48300
A002795,아모레G우,1600,19400,19250,19500,18950,26956,18950
A00279K,아모레G3우(전환),1600,33400,32700,33400,32500,5717,32500
A002810,삼영무역,1600,13650,13600,14050,13500,52007,13500
A002820,선창산업,1600,4630,4595,4640,4505,26196,4575
A002840,미원상사,1600,96300,95900,96300,95800,2197,95800
A002870,신풍제지,1600,2370,2210,2600,2155,17584129,2170
A002880,대유에이텍,1600,823,807,832,807,276224,807
A002900,동양물산,1600,1380,1360,1390,1320,8402323,1335
A002920,유성기업,1600,2660,2610,2740,2610,956940,2640
A002960,한국쉘석유,1600,236000,237000,237000,236000,897,236500
A002990,금호산업,1600,6620,6590,6660,6570,58272,6570
A002995,금호산업우,1600,32650,33950,33950,30000,3645,33500
A003000,부광약품,1600,28450,29150,29450,28050,929306,28400
A003010,혜인,1600,5010,4980,5130,4975,200622,4980
A003030,세아제강지주,1600,41900,42250,43300,41750,4448,42200
A003060,에이프로젠제약,1600,1285,1320,1325,1260,4047877,1275
A003070,코오롱글로벌,1600,18300,18600,18900,18150,83034,18600
A003075,코오롱글로벌우,1600,34600,36000,36000,34600,6075,35000
A003080,성보화학,1600,4160,4120,4185,4100,6010,4100
A003090,대웅,1600,30800,31200,32850,30350,777296,31050
A003120,일성신약,1600,81100,81800,81800,80000,5414,81000
A003160,디아이,1600,3855,3900,3900,3830,49471,3845
A003200,일신방직,1600,69700,69500,69800,68800,2702,69500
A003220,대원제약,1600,20300,20400,20600,19900,200884,20400
A003230,삼양식품,1600,99500,100000,100500,98200,30527,99000
A003240,태광산업,1600,652000,641000,658000,641000,1449,644000
A003280,흥아해운,840,258,0,0,0,0,258
A003300,한일홀딩스,1600,44150,44500,44500,43750,1092,44350
A003350,한국화장품제조,1600,39800,38800,39950,38250,41533,38500
A003410,쌍용양회,1600,5870,5870,5880,5750,1073248,5870
A003415,쌍용양회우,1600,19350,20650,20750,19100,15500,20150
A003460,유화증권,1600,2230,2255,2265,2230,17015,2210
A003465,유화증권우,1600,2380,2340,2385,2340,5542,2360
A003470,유안타증권,1600,2760,2750,2785,2735,177398,2715
A003475,유안타증권우,1600,2225,2195,2250,2195,22930,2190
A003480,한진중공업홀딩스,1600,3990,4070,4070,3960,72320,4035
A003490,대한항공,1600,18850,19150,19150,18800,874455,18800
A003495,대한항공우,1600,24700,24800,25200,24650,24702,24650
A003520,영진약품,1600,8140,8060,8680,7960,9450863,7980
A003530,한화투자증권,1600,1735,1725,1755,1720,321041,1705
A003535,한화투자증권우,1600,4790,4570,4970,4550,216127,4570
A003540,대신증권,1600,12050,12300,12400,12000,270413,12250
A003545,대신증권우,1600,9760,9740,9790,9710,69098,9710
A003547,대신증권2우B,1600,9360,9350,9370,9320,26589,9340
A003550,LG,1600,74100,74000,76400,73700,347007,73000
A003555,LG우,1600,51800,51300,52500,51200,18103,50500
A003560,IHQ,1600,1435,1425,1450,1425,253863,1425
A003570,S&T중공업,1600,5150,5140,5170,5070,106323,5140
A003580,넥스트사이언스,1600,6580,6610,6840,6400,956359,6470
A003610,방림,1600,1925,1915,1955,1895,58000,1900
A003620,쌍용차,1600,4050,3910,4115,3860,1590987,3855
A003650,미창석유,1600,60200,60000,60200,59800,463,59800
A003670,포스코케미칼,1600,83800,84900,84900,82600,349612,80900
A003680,한성기업,1600,12850,12850,12850,12200,251937,12600
A003690,코리안리,1600,7450,7400,7480,7400,154916,7390
A003720,삼영화학,1600,2045,2050,2070,2020,131324,2025
A003780,진양산업,1600,4185,4370,4370,4180,619189,4260
A003830,대한화섬,1600,81000,79400,82200,79400,247,79400
A003850,보령제약,1600,15500,15550,15650,15400,148520,15550
A003920,남양유업,1600,257500,256500,259500,256000,717,255500
A003925,남양유업우,1600,145000,145500,148000,145000,322,145500
A003960,사조대림,1600,14050,14050,14200,13850,11260,14050
A004000,롯데정밀화학,1600,49650,49300,50600,48900,118827,48500
A004020,현대제철,1600,24600,24350,24650,24100,391195,23850
A004060,SG세계물산,1600,588,572,590,572,754973,573
A004080,신흥,1600,9120,9100,9230,8900,6146,9100
A004090,한국석유,1600,96700,95400,97300,95400,777,95300
A004100,태양금속,1600,1010,1005,1010,994,134694,994
A004105,태양금속우,1600,3560,3560,3650,3505,168460,3525
A004140,동방,1600,1965,1950,1995,1940,678877,1940
A004150,한솔홀딩스,1600,3360,3330,3360,3290,57299,3290
A004170,신세계,1600,212500,214000,214500,211000,90426,208500
A004250,NPC,1600,3150,3150,3175,3110,41551,3120
A004255,NPC우,1600,2205,2175,2205,2170,7964,2180
A004270,남성,1600,2825,2610,2990,2610,7008604,2585
A004310,현대약품,1600,5990,6600,6800,5950,7317222,5740
A004360,세방,1600,9700,9530,9840,9530,42838,9430
A004365,세방우,1600,6000,6190,6190,6000,861,6000
A004370,농심,1600,314000,318500,320000,312500,16912,316000
A004380,삼익THK,1600,10700,10650,10750,10550,21525,10500
A004410,서울식품,1600,152,152,153,151,1799029,151
A004415,서울식품우,1600,5150,5080,5200,5060,23068,5060
A004430,송원산업,1600,13000,13200,13200,12850,100689,12950
A004440,삼일씨엔에스,1600,10100,9820,10300,9820,77775,9790
A004450,삼화왕관,1600,38850,38900,38950,38850,216,38900
A004490,세방전지,1600,27600,27200,27650,26950,22663,26750
A004540,깨끗한나라,1600,4690,4610,4755,4585,138250,4560
A004545,깨끗한나라우,1600,25300,25500,25650,25250,1789,25600
A004560,현대비앤지스틸,1600,7380,7360,7430,7310,20946,7350
A004565,현대비앤지스틸우,1600,70200,72400,72400,70000,1005,71400
A004690,삼천리,1600,78300,78300,79100,78200,2825,77900
A004700,조광피혁,1600,50200,49900,50900,49700,2630,49500
A004710,한솔테크닉스,1600,9150,9190,9190,9040,196988,9090
A004720,우리들제약,1600,14950,14850,15050,14500,382852,14750
A004770,써니전자,1600,4685,4490,4920,4430,21670247,4335
A004800,효성,1600,73000,73000,73000,71900,42402,72100
A004830,덕성,1600,4240,4250,4590,4195,598854,4210
A004835,덕성우,1600,8600,8620,8820,8380,18790,8440
A004840,DRB동일,1600,6500,6250,6930,6240,251843,6230
A004870,티웨이홀딩스,1600,937,940,967,919,344320,934
A004890,동일산업,1600,69000,68700,69000,68600,787,68700
A004910,조광페인트,1600,5180,5100,5190,5100,8157,5100
A004920,씨아이테크,1600,897,890,905,876,100626,882
A004960,한신공영,1600,13150,13150,13250,13050,12266,13050
A004970,신라교역,1600,9550,9610,9640,9470,31417,9610
A004980,성신양회,1600,6910,6900,7030,6850,67479,6840
A004985,성신양회우,1600,15900,16350,16450,15800,19756,16150
A004990,롯데지주,1600,28600,28800,28800,28400,101208,28350
A00499K,롯데지주우,1600,60200,59600,60400,59600,2333,59900
A005010,휴스틸,1600,6680,6630,6690,6620,2393,6620
A005030,부산주공,1600,520,496,527,487,2126425,490
A005070,코스모신소재,1600,14100,14250,14350,13700,339263,13900
A005090,삼광글라스,1600,44000,45300,47800,43300,75831,44900
A005110,한창,1600,1350,1345,1380,1330,1540316,1350
A005180,빙그레,1600,59000,63000,63200,58500,111577,61900
A005190,동성화학,1600,15500,15700,15750,15350,27682,15650
A005250,녹십자홀딩스,1600,23300,23350,23350,22750,92974,22900
A005257,녹십자홀딩스2우,1559,138000,140500,140500,137000,4450,139000
A005300,롯데칠성,1600,90000,89500,90400,89000,20690,89000
A005305,롯데칠성우,1600,56400,56400,57200,55900,1593,56400
A005320,국동,1600,4150,4215,4280,4135,675697,4215
A005360,모나미,1600,6110,6060,6190,6060,267283,6050
A005380,현대차,1600,178500,178500,180000,177500,1403988,175500
A005385,현대차우,1600,84400,85200,85300,83600,97962,83500
A005387,현대차2우B,1600,88200,88500,88900,87700,97896,87500
A005389,현대차3우B,1600,79300,79500,80000,79000,15879,78600
A005390,신성통상,1600,1635,1610,1645,1605,1167443,1595
A005420,코스모화학,1600,9540,9700,9700,9430,170768,9420
A005430,한국공항,1600,30200,30200,30850,30000,5378,30200
A005440,현대그린푸드,1600,7420,7430,7440,7370,197557,7350
A005490,POSCO,1600,196000,197000,199500,195500,324245,194000
A005500,삼진제약,1600,28850,28900,29200,28800,38980,28900
A005610,SPC삼립,1600,61000,60600,61300,60500,6188,60500
A005680,삼영전자,1600,8040,7920,8090,7900,14128,7880
A005690,파미셀,1600,18050,17750,18250,17650,873914,17600
A005720,넥센,1600,3935,3885,3945,3860,36042,3880
A005725,넥센우,1600,2965,2975,2975,2960,10112,2960
A005740,크라운해태홀딩스,1600,9090,9130,9160,8960,33225,9020
A005745,크라운해태홀딩스,1600,13550,13650,14150,13450,28343,13650
A005750,대림B&Co,1600,4970,5000,5000,4960,8597,4975
A005800,신영와코루,1600,95500,93600,98000,92600,326,93600
A005810,풍산홀딩스,1600,25700,25550,26100,25400,5040,25700
A005820,원림,1600,17050,17050,17600,17050,458,16900
A005830,DB손해보험,1600,45200,44700,45450,44350,113949,44200
A005850,에스엘,1600,14150,13400,14600,13300,2224294,12950
A005870,휴니드,1600,5750,5780,5810,5730,184787,5780
A005880,대한해운,1600,16900,16600,16950,16400,92316,16400
A005930,삼성전자,1559,58200,58300,59000,58200,13538073,58200
A005935,삼성전자우,1600,50500,50600,50800,50400,2207125,50500
A005940,NH투자증권,1600,9140,9170,9280,9110,821150,9080
A005945,NH투자증권우,1600,7930,7950,7970,7890,99966,7880
A005950,이수화학,1600,8670,8570,8750,8570,157291,8530
A005960,동부건설,1600,10900,10800,10950,10800,103132,10800
A005965,동부건설우,1600,27600,28200,28250,27600,2006,28200
A006040,동원산업,1600,209000,209500,210000,206500,2400,209500
A006060,화승인더,1559,8310,7990,8440,7930,1857299,7940
A006090,사조오양,1600,8460,8450,8490,8300,159135,8300
A006110,삼아알미늄,1600,8350,8300,8530,8120,755849,8260
A006120,SK디스커버리,1600,63900,63500,65000,62800,139349,62800
A006125,SK디스커버리우,1600,53000,53900,56900,52300,112099,52200
A006200,한국전자홀딩스,1600,668,643,672,643,430046,643
A006220,제주은행,1600,3020,3030,3030,2995,9276,3000
A006260,LS,1600,52500,53600,53700,51700,149724,52700
A006280,녹십자,1600,221500,224000,226000,218000,70881,220500
A006340,대원전선,1600,998,976,1005,976,315049,972
A006345,대원전선우,1600,3490,3460,3525,3440,35443,3455
A006360,GS건설,1600,24150,23900,24350,23800,346908,23600
A006370,대구백화점,1600,7570,7560,7570,7350,3863,7350
A006380,카프로,1600,2495,2475,2525,2470,88562,2475
A006390,한일현대시멘트,1600,26350,25900,26550,25700,10927,25500
A006400,삼성SDI,1600,433500,433500,434000,426500,268142,421000
A006405,삼성SDI우,1600,252000,251500,252500,249500,10947,248000
A006490,인스코비,1600,2545,2625,2630,2485,2357182,2645
A006570,대림통상,1600,4145,4065,4150,4065,4181,4065
A006650,대한유화,1600,166500,164000,167000,160000,96574,160500
A006660,삼성공조,1600,6540,6480,6630,6480,5104,6570
A006740,영풍제지,1600,3570,3560,3605,3525,21366,3555
A006800,미래에셋대우,1600,8480,8580,8680,8450,1796530,8430
A006805,미래에셋대우우,1600,5030,4980,5120,4975,19470,4980
A00680K,미래에셋대우2우B,1600,4390,4380,4430,4355,256342,4355
A006840,AK홀딩스,1600,17550,17400,18000,17250,20035,17100
A006880,신송홀딩스,1600,3525,3450,3590,3450,9318,3450
A006890,태경케미컬,1600,8460,8600,8690,8310,138195,8530
A006980,우성사료,1600,3060,3060,3115,3020,243763,3050
A007070,GS리테일,1600,33500,33000,33750,32850,298590,32750
A007110,일신석재,1600,2185,2175,2210,2170,1091170,2170
A007120,미래아이앤지,1600,346,344,348,342,314539,343
A007160,사조산업,1600,29100,29400,29400,28900,12090,29150
A007210,벽산,1600,1920,1945,1955,1905,263221,1940
A007280,한국특수형강,1600,1845,1880,1880,1795,186973,1850
A007310,오뚜기,1600,568000,576000,576000,567000,2479,570000
A007340,디티알오토모티브,1600,22450,22900,23350,22250,59765,22750
A007460,에이프로젠 KIC,1600,1830,1830,1950,1755,9495165,1815
A007540,샘표,1600,47750,47450,47900,46850,6500,46850
A007570,일양약품,1600,79200,76500,80300,73900,789297,75400
A007575,일양약품우,1600,106500,103500,106500,99700,8464,100500
A007590,동방아그로,1600,6240,6260,6270,6220,5840,6260
A007610,선도전기,1600,2710,2625,2715,2625,139449,2625
A007630,폴루스바이오팜,840,1225,0,0,0,0,1225
A007660,이수페타시스,1600,4505,4470,4565,4440,529768,4470
A007690,국도화학,1600,44300,43750,44350,43700,4628,43700
A007700,F&F,1600,89100,87500,89400,86300,47156,85600
A007810,코리아써키트,1600,13800,14000,14100,13500,168462,13750
A007815,코리아써우,1600,4840,4795,4855,4780,3485,4795
A00781K,코리아써키트2우B,1600,6420,6500,6500,6260,7317,6430
A007860,서연,1600,7740,7760,8240,7600,678303,7700
A007980,태평양물산,1600,1700,1720,1720,1670,106973,1680
A008040,사조동아원,1600,863,863,871,860,211795,863
A008060,대덕,1600,6160,6140,6210,6110,114996,6090
A00806K,대덕1우,1600,7240,7210,7370,7060,34514,7290
A008110,대동전자,1600,4480,4510,4520,4440,15239,4500
A008250,이건산업,1600,7920,7540,7920,7540,185608,7550
A008260,NI스틸,1600,2175,2145,2185,2135,118967,2120
A008350,남선알미늄,1600,5270,5090,5290,5030,4204829,5010
A008355,남선알미우,1600,60300,60500,61100,60300,4821,60800
A008420,문배철강,1600,2640,2645,2685,2630,101739,2645
A008490,서흥,1600,56600,55700,56800,55000,32361,55700
A008500,일정실업,1600,13300,13200,13700,13200,1210,13150
A008560,메리츠증권,1600,3245,3260,3260,3225,1345318,3215
A008600,윌비스,1600,1190,1165,1225,1165,483408,1165
A008700,아남전자,1600,1820,1765,1880,1765,3740454,1760
A008730,율촌화학,1600,15550,15400,15650,15400,20727,15300
A008770,호텔신라,1600,76100,76800,77100,75500,395628,76000
A008775,호텔신라우,1600,63000,63600,64300,62500,22635,63000
A008870,금비,1600,57200,56200,57200,56100,638,56100
A008930,한미사이언스,1600,58800,60600,60800,57300,532280,55100
A008970,동양철관,1600,1065,1080,1090,1060,940145,1070
A009070,KCTC,1600,2425,2470,2495,2425,354115,2470
A009140,경인전자,1600,19950,20100,20100,19800,2422,20000
A009150,삼성전기,1558,139000,141000,142500,139000,429742,139000
A009155,삼성전기우,1600,61200,61700,62000,60900,13470,61300
A009160,SIMPAC,1600,2380,2350,2390,2315,29419,2345
A009180,한솔로지스틱스,1600,1935,1935,1980,1915,302931,1910
A009190,대양금속,1600,3560,3500,3645,3500,369301,3485
A009200,무림페이퍼,1600,2365,2340,2435,2340,70698,2340
A009240,한샘,1600,107000,108000,108500,104000,116860,107000
A009270,신원,1600,1435,1410,1450,1410,607925,1405
A009275,신원우,1600,48500,48100,48500,47000,2647,48000
A009290,광동제약,1600,9720,10800,11250,9530,11722540,9250
A009310,참엔지니어링,1600,1260,1230,1260,1205,141464,1225
A009320,대우부품,1600,2715,2730,2765,2685,1029749,2680
A009410,태영건설,1600,9890,9820,10050,9530,662487,9750
A009415,태영건설우,1600,14500,16100,16100,13850,518789,15750
A009420,한올바이오파마,1600,34000,32850,34150,32550,510611,32100
A009440,KC그린홀딩스,1600,3720,3695,3785,3685,44533,3675
A009450,경동나비엔,1600,52700,53500,53600,51700,54970,53100
A009460,한창제지,1600,2320,2230,2335,2225,6543070,2220
A009470,삼화전기,1600,18400,18600,18900,18400,34698,18450
A009540,한국조선해양,1600,82700,81300,84000,80500,245971,80000
A009580,무림P&P,1600,3080,3065,3110,3065,72254,3065
A009680,모토닉,1600,11850,11450,12350,11450,514243,11400
A009770,삼정펄프,1600,28000,28500,28500,28000,888,28500
A009810,엔케이물산,1600,363,351,365,351,1137539,348
A009830,한화솔루션,1600,38450,39550,39600,37300,4586492,38250
A009835,한화솔루션우,1600,68200,73000,79000,66500,494237,69000
A009970,영원무역홀딩스,1600,36950,37050,37150,36650,2244,37050
A010040,한국내화,1600,3270,3210,3290,3205,70250,3200
A010050,우리종금,1600,511,512,514,508,452193,508
A010060,OCI,1600,57000,58300,58400,56600,146544,57000
A010100,한국프랜지,1600,1985,1925,1990,1925,112386,1915
A010120,LS ELECTRIC,1600,56500,56000,57500,55800,148466,55100
A010130,고려아연,1600,376500,385000,385000,374500,30164,380000
A010140,삼성중공업,1600,5330,5290,5360,5240,2576026,5220
A010145,삼성중공우,1600,356000,370000,370000,343000,6041,375000
A010400,우진아이엔에스,1600,7490,7580,7660,7390,14084,7580
A010420,한솔PNS,1600,1475,1465,1490,1455,54711,1465
A010580,지코,840,306,0,0,0,0,306
A010600,웰바이오텍,1600,2300,2300,2345,2280,388568,2300
A010620,현대미포조선,1600,29700,29350,29850,29050,107805,29050
A010640,진양폴리,1600,3090,3085,3125,3055,44907,3085
A010660,화천기계,1600,2885,2775,2905,2775,217450,2785
A010690,화신,1600,2840,2735,2850,2710,264372,2735
A010770,평화홀딩스,1600,3340,3295,3440,3250,25491,3285
A010780,아이에스동서,1600,40850,40800,41400,40050,49984,40000
A010820,퍼스텍,1600,2065,2045,2065,2030,403911,2050
A010950,S-Oil,1600,51600,52000,52000,51300,172221,51000
A010955,S-Oil우,1600,31000,31000,31200,30800,6290,30550
A010960,삼호개발,1600,3950,3970,4000,3910,31803,3900
A011000,진원생명과학,1559,29650,28850,30900,28750,6625237,31900
A011070,LG이노텍,1559,155000,158000,158500,153500,111545,155500
A011090,에넥스,1600,1005,999,1010,980,254220,979
A011150,CJ씨푸드,1600,4460,4515,4560,4425,599774,4460
A011155,CJ씨푸드1우,1600,42400,45250,45250,41100,7051,45250
A011170,롯데케미칼,1600,196500,198000,200000,194000,139052,196000
A011200,HMM,1600,7210,7410,7460,7160,2558955,7280
A011210,현대위아,1559,40500,41000,41000,40150,99836,40000
A011230,삼화전자,1600,2910,2950,2985,2865,27639,2860
A011280,태림포장,1600,4485,4670,4685,4480,2419389,4610
A011300,성안,1600,357,351,360,351,107618,351
A011330,유니켐,1600,1385,1400,1400,1365,186381,1390
A011390,부산산업,1600,122000,122000,124000,120000,17140,121500
A011420,갤럭시아에스엠,1600,1405,1345,1410,1330,99838,1335
A011500,한농화성,1600,6610,6760,6830,6600,302756,6710
